Licence Number,UWI,Client,Phase 1 ESA Vendor,PH 1 Year,Phase 1 ESA Result,Phase 1 ESA Well Centre,Phase 1 ESA Drilling Waste Disposal,Phase 1 ESA Flare Pit,Phase 1 ESA Aboveground Infrastructure,Phase 1 ESA Underground Storage Tank,Phase 1 ESA Spill,Phase 1 ESA Other APEC,Phase 2 ESA Vendor,Phase 2 ESA Year,Phase 2 ESA Result,Phase 2 ESA Well Centre,Phase 2 ESA Drilling Waste Disposal,Phase 2 ESA Flare Pit,Phase 2 ESA Aboveground Infrastructure,Phase 2 ESA Underground Storage Tank,Phase 2 ESA Spill,Phase 2 ESA Other APEC,Phase 2 ESA Well Centre Contaminated Volume (m3),Phase 2 ESA Drilling Waste Disposal Contaminated Volume (m3),Phase 2 ESA Flare Pit Contaminated Volume (m3),Phase 2 ESA Aboveground Infrastructure Contaminated Volume (m3),Phase 2 ESA Underground Storage Tank Contaminated Volume (m3),Phase 2 Spill Area Volume (m3),Phase 2 ESA Combined Contaminated Volume (m3),Remediation Vendor,Remediation Year,Well Centre Volume Remediated (m3),Drilling Waste Disposal Volume Remediated (m3),Flare Pit Volume Remediated (m3),Aboveground Infrastructure Volume Remediated (m3),Underground Storage Tank Volume Remediated (m3),Remediated Combined Volume (m3),Notes,Source,Cost - Phase 1 ESA,Cost - Phase 2 ESA,Cost - Phase 3 Remedial Report,Who entered the data,Source Dates,Budget (high level) or Amount,Units - Project Manager,Units - Project Coordinator ,Units - Administration ,Units - Line Locates ,Units - Hydrovac Lines ,Units - Survey,Units - Liner ,Units - Lowboy Equipment Mob/Demob,Units - Site Supervisor ,Units - Excavator ,Units - D6 Dozer ,Units - Operator Travel Time ,Units - Operator Crew Truck ,Units - Equipment Crew Subsistence ,Units - Lab Analysis ,Units - Truck and Pup,Units - Loader
,100/06-26-039-11W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/14-24-038-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2020,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/09-24-038-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/13-30-038-09W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,20,,,,,,,,,"No further assessment of APECs is required. It is recommended the approximately 20 m3 of
impacted gravel exceeding criteria be remediated.",S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-08-038-02W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,102/16-24-037-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-30-037-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-07-037-01W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/08-29-036-08W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/14-18-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/15-11-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/15-11-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,105/08-11-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/07-10-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/06-10-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,107/05-31-040-12W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/13-03-039-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,8,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/14-13-039-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/13-13-039-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/15-07-039-09W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/15-26-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/02-18-038-15W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-18-038-02W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/03-16-038-02W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-15-038-02W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/14-13-038-02W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-36-037-02W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-10-037-01W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/06-32-038-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/11-28-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/13-20-038-03W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/16-16-040-13W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,Fail,,,,,,,,,,11.5,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/12-10-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/07-03-039-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-07-039-09W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/10-07-039-09W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/10-07-039-09W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/08-27-040-12W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,,,,,,,1248,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,104/08-27-040-12W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,,,,,,,1248,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-20-038-15W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/15-24-038-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,6,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/16-32-041-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/01-23-040-16W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,300,,,,,0.5,300.5,,,,,,,,,surface staining 0.5m3 and well center 300m3 of impacted soil,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1B0/09-36-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,12,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/07-10-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/11-34-039-18W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,50,,,,,,50,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-02-039-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-16-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,,Fail,,,,,300,,,,,300,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,111/09-16-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,,Fail,,,,,300,,,,,300,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/03-03-039-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-03-039-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-10-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,100,,,,,,100,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-30-041-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,10,,,,,,,,,Further investigation to investigate the pit is require,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14-30-039-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2020,,,,,,,,,,,,,,,,,,,,,,,,No further assessment is required but disposal/remeial options of the impacted gravel should be examined,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/04-11-040-14W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/07-10-004-29W4/03,Nomad Explorarion Ltd.,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/14-33-047-10W5/00,ARC Resources,,,Fail,,,,,,,,Other,2018,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/10-16-048-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,,,,,,1350,,,,,1350,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/14-02-049-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-18-049-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/02-29-049-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2018,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/04-25-047-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/08-26-049-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2018,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/04-14-048-06W5/02,ARC Resources,,,Fail,,,,,,,,Other,2020,Fail,Fail,Fail,,,,,,100,600,,,,,700,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16-20-048-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/16-20-048-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/14-24-049-08W5/02,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/02-34-047-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Pass,Fail,,Pass,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/16-20-048-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/16-20-048-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/02-17-049-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Fail,,Fail,,,,,,,,,,,,337.5,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/08-25-047-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,,1410,,,,,1410,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/05-34-048-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/12-20-048-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,,,,,,,300,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-12-049-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/12-21-048-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2018,Fail,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2018,,,,,,,,,,,,,,,,,,
,100/06-33-048-06W5/02,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,,,,,,150,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-30-047-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,,2475,,,,,2475,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/08-32-046-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,150,,,100,,,250,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,102/10-10-049-08W5/03,ARC Resources,,,Fail,,,,,,,,Other,2020,Fail,Fail,Fail,,,,,,128,25,,,,,153,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/04-03-047-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/14-11-049-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-15-049-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,200,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/04-15-049-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,200,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/08-24-049-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/08-04-049-06W5/02,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,Fail,,,,,,,,,,,,,,,,,,,Further assessment of surface infrastructure & DWDA recommended ,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/16-15-048-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/12-03-049-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,1625,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,102/06-19-048-06W5/03,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/12-28-048-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-18-049-04W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,Fail,Fail,,,,,1404,,,,,1404,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-31-048-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/08-31-048-06W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-04-047-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/12-07-048-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,280,,,,,,280,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/16-08-048-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,,,,,,,,,,further assessment work required,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/14-31-047-10W5/00,ARC Resources,,,Fail,,,,,,,,Other,2020,Fail,Fail,,,,,,,100,,,,,,100,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,141/16-29-006-12W2/00,Tervita,,,Fail,,,,,,,,Other,2021,Pass,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2021,,,,,,,,,,,,,,,,,,
,131/13-22-015-27W3/00,Tervita,,,Fail,,,,,,,,Other,2021,Pass,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2021,,,,,,,,,,,,,,,,,,
,100/14-36-054-25W4/00,Tervita,,,Fail,,,,,,,,Other,2021,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2021,,,,,,,,,,,,,,,,,,
,100/12-36-054-25W4/00,Tervita,,,Fail,,,,,,,,Other,2021,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2021,,,,,,,,,,,,,,,,,,
,100/11-36-054-25W4/00,Tervita,,,Fail,,,,,,,,Other,2021,Fail,,,,Fail,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2021,,,,,,,,,,,,,,,,,,
,100/08-08-026-17W4/03,Cenovus,,,Fail,,,,,,,,Other,2013,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/08-10-027-20W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,Pass,,,Pass,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/07-26-027-20W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/02-15-027-20W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/04-15-027-20W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/05-15-027-20W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/06-15-027-20W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/10-16-027-20W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/02-16-027-20W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
,100/10-13-027-19W4/00,Cenovus,,,Fail,,,,,,,,Other,2013,,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2013,,,,,,,,,,,,,,,,,,
