Licence Number,UWI,Client,Phase 1 ESA Vendor,PH 1 Year,Phase 1 ESA Result,Phase 1 ESA Well Centre,Phase 1 ESA Drilling Waste Disposal,Phase 1 ESA Flare Pit,Phase 1 ESA Aboveground Infrastructure,Phase 1 ESA Underground Storage Tank,Phase 1 ESA Spill,Phase 1 ESA Other APEC,Phase 2 ESA Vendor,Phase 2 ESA Year,Phase 2 ESA Result,Phase 2 ESA Well Centre,Phase 2 ESA Drilling Waste Disposal,Phase 2 ESA Flare Pit,Phase 2 ESA Aboveground Infrastructure,Phase 2 ESA Underground Storage Tank,Phase 2 ESA Spill,Phase 2 ESA Other APEC,Phase 2 ESA Well Centre Contaminated Volume (m3),Phase 2 ESA Drilling Waste Disposal Contaminated Volume (m3),Phase 2 ESA Flare Pit Contaminated Volume (m3),Phase 2 ESA Aboveground Infrastructure Contaminated Volume (m3),Phase 2 ESA Underground Storage Tank Contaminated Volume (m3),Phase 2 Spill Area Volume (m3),Phase 2 ESA Combined Contaminated Volume (m3),Remediation Vendor,Remediation Year,Well Centre Volume Remediated (m3),Drilling Waste Disposal Volume Remediated (m3),Flare Pit Volume Remediated (m3),Aboveground Infrastructure Volume Remediated (m3),Underground Storage Tank Volume Remediated (m3),Remediated Combined Volume (m3),Notes,Source,Cost - Phase 1 ESA,Cost - Phase 2 ESA,Cost - Phase 3 Remedial Report,Who entered the data,Source Dates,Budget (high level) or Amount,Units - Project Manager,Units - Project Coordinator ,Units - Administration ,Units - Line Locates ,Units - Hydrovac Lines ,Units - Survey,Units - Liner ,Units - Lowboy Equipment Mob/Demob,Units - Site Supervisor ,Units - Excavator ,Units - D6 Dozer ,Units - Operator Travel Time ,Units - Operator Crew Truck ,Units - Equipment Crew Subsistence ,Units - Lab Analysis ,Units - Truck and Pup,Units - Loader
191835,100/08-21-015-22W4/00,,,,Fail,Pass,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,DWDA fail for P1. Next step is P2. EM Survey.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
151521,100/06-28-015-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step P1 ESA.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
168817,100/10-28-015-22W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step P1 ESA.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
100325,100/16-28-015-22W4/02,,,,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA, Spill fail for P1 ESA. Next step is P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
150056,100/08-29-015-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, staining, veg stress for P1 fail. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
149763,100/16-29-015-22W4/00,,,,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Spill, AST, Staining for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
148875,100/08-32-015-22W4/00,,,,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Flare Pits, DWDA, INF, pits fail for P1. Next step is P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$45,500.00 ",,,,,,,,,,,,,,,,,
244016,100/01-33-015-22W4/00,,,,Fail,Pass,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,DWDA fail for P1. Next step is P2. EM Survey.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
165343,100/02-33-015-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
165355,100/03-33-015-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Facility Area fail for P1. Next step isP2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
452564,100/12-28-015-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC results pending for P1. Next step TBD.,2023 Surge ENV Tracker,,,,Alice,2017-2022,-,,,,,,,,,,,,,,,,,
165358,102/03-33-015-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step P1. ,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
148056,100/06-33-015-22W4/02,,,,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF, FP, DWDA fail for P1. Next step P2. EM survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
157087,102/06-33-015-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
145539,100/08-33-015-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
157211,102/08-33-015-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
151559,100/10-33-015-22W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,APEC pass for P2. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$27,199.00 ",,,,,,,,,,,,,,,,,
179873,100/11-33-015-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WCx2 fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
146907,100/14-33-015-22W4/00,,,,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, facility area, flare pit/stack, DWDA fail for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,200.00 ",,,,,,,,,,,,,,,,,
150416,102/14-33-015-22W4/00,,,,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, facility area, flare pit/stack, DWDA fail for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$28,400.00 ",,,,,,,,,,,,,,,,,
165359,103/14-33-015-22W4/00,,,,Fail,,,,,,,,,,Fail,,,,,,,,,,,,,,,,,,,,,,,Current stage is REM - no indication of Pass/Fail for this or APECs - I therefore marked P1 and 2 as fail. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$27,199.00 ",,,,,,,,,,,,,,,,,
149026,100/16-33-015-22W4/02,,,,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA, Tanks (marked as fail for AST), Spill for P1 fail. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
276326,100/05-34-015-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
151392,100/06-34-015-22W4/00,,,,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,veg stress fail for P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$15,600.00 ",,,,,,,,,,,,,,,,,
235766,102/07-22-016-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$18,287.00 ",,,,,,,,,,,,,,,,,
235810,100/03-28-016-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$18,287.00 ",,,,,,,,,,,,,,,,,
227906,103/10-32-016-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$18,287.00 ",,,,,,,,,,,,,,,,,
314138,102/11-32-016-19W4/02,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$18,287.00 ",,,,,,,,,,,,,,,,,
336332,103/08-35-016-19W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC x 3, INF fail for P1. Next step is P2. ",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
294231,100/08-35-016-19W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
297384,102/08-35-016-19W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
227689,100/12-35-016-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"ENV summary notes say ""P1 ESA pass"" so marked P1 as pass even though it says""DSA (fail)"" and next step ""monitoring/DSA/RCA"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$5,000.00 ",,,,,,,,,,,,,,,,,
375234,102/13-35-016-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$18,287.00 ",,,,,,,,,,,,,,,,,
287937,100/13-03-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
152784,100/14-03-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
237423,100/01-04-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF fail for P1. Next step is P2. ",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
165348,100/04-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
148765,100/06-04-016-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
153231,102/06-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
149607,100/08-04-016-22W4/02,,,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA, Boneyard fail for P1. Next step is P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,200.00 ",,,,,,,,,,,,,,,,,
237411,100/09-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
150573,100/10-04-016-22W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,Pass APEC for P2 Pass. Next step Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$27,199.00 ",,,,,,,,,,,,,,,,,
165357,100/11-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC results pending for P1. Next step TBD.,2023 Surge ENV Tracker,,,,Alice,2017-2022,-,,,,,,,,,,,,,,,,,
165356,100/12-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
179874,102/12-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
149147,100/14-04-016-22W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Facility, DWDA for P1. Next step is P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
150455,102/14-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
238627,100/15-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
149840,100/16-04-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
165347,100/01-05-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
194151,100/04-05-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
149866,100/08-05-016-22W4/02,,,,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, fire on site in Oct 1991, Spill for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
405443,100/10-05-016-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
149503,100/14-05-016-22W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,"Fail - WC, DWDA for P2. Says it is on REM with next step being Rec.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$31,932.00 ",,,,,,,,,,,,,,,,,
149387,100/16-05-016-22W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,"Fail - WC, for P2. Says it is on REM with next step being Rec.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$95,000.00 ",,,,,,,,,,,,,,,,,
157074,102/16-05-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC x2, INF failed for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
199523,100/06-06-016-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
404053,100/16-06-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
179860,100/02-08-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
149666,100/06-08-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
149458,100/08-08-016-22W4/00,,,,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"FP, INF, DWDA, Spill fail for P1. Next step is P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$26,000.00 ",,,,,,,,,,,,,,,,,
151557,102/08-08-016-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
150917,100/10-08-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
165345,100/15-08-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
150216,100/16-08-016-22W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA fail for P1. next step P2. EM survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
238652,100/01-09-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
165361,100/02-09-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
276311,102/02-09-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
238650,100/03-09-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
159771,100/04-09-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
276275,100/05-09-016-22W4/02,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
151295,100/06-09-016-22W4/00,,,,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF, DWDA fail for P1.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
153218,100/08-09-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF fail for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,600.00 ",,,,,,,,,,,,,,,,,
165360,100/10-09-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
165346,100/12-09-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
238898,100/15-09-016-22W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
91382,100/16-09-016-22W4/00,,,,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Tanks, Flare Stack, INF, DWDA fail for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
168649,100/04-10-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
169500,100/12-10-016-22W4/00,,,,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Tank Area, Flare Stack, INF, FP, Spill fail P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$41,600.00 ",,,,,,,,,,,,,,,,,
151842,100/06-16-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
167964,100/04-26-016-22W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,"WC, DWDA (DST Hydrocarbons) Fail P2 and current step is REM. Next step rec.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$33,107.55 ",,,,,,,,,,,,,,,,,
124386,100/06-33-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
135824,100/10-33-016-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
124065,100/12-33-016-22W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA fail for P1. next step P2. EM survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
132557,100/14-33-016-22W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,"Fail - WC, Soil Piles for P2. Current REM. Next step Rec. ",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$65,000.00 ",,,,,,,,,,,,,,,,,
236592,100/01-03-017-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. ENV comments ""Full disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$18,287.00 ",,,,,,,,,,,,,,,,,
236762,102/08-03-017-19W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC results pending for P1. Next step TBD.,2023 Surge ENV Tracker,,,,Alice,2017-2022,-,,,,,,,,,,,,,,,,,
237631,102/01-06-017-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. env comments ""minimal disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$9,325.00 ",,,,,,,,,,,,,,,,,
235775,100/07-06-017-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. env comments ""minimal disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$9,325.00 ",,,,,,,,,,,,,,,,,
103783,100/10-08-017-19W4/02,,,,Fail,Pass,Pass,Pass,Pass,Pass,,,,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,"APEC: 100/10-08 WC, 100/10-08 DWDA (DST Hydrocarbon). P2 failed WC, DWDA. Next step is REM.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$594,120.00 ",,,,,,,,,,,,,,,,,
375229,100/11-08-017-19W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. ENV comments ""full disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$18,287.00 ",,,,,,,,,,,,,,,,,
